date,demand
2000-04-02,167.23242481662317
2000-04-03,200.07243480724995
2000-04-04,221.91196096190524
2000-04-05,200.8858837297996
2000-04-06,228.5821434639227
2000-04-07,201.57974820086858
2000-04-08,178.82773581668818
2000-04-09,178.47663892274818
2000-04-10,172.23125637290812
2000-04-11,220.344417868031
2000-04-12,227.8465695536813
2000-04-13,199.85816864438877
2000-04-14,189.5530367406321
2000-04-15,187.1294541610854
2000-04-16,229.621399465305
2000-04-17,209.9032974205169
2000-04-18,235.0213313451036
2000-04-19,232.07485921340506
2000-04-20,169.26786848571928
2000-04-21,190.04583388659057
2000-04-22,175.45992962510053
2000-04-23,240.7773828726523
2000-04-24,197.26414681152585
2000-04-25,232.46152666915788
2000-04-26,229.21570651947417
2000-04-27,183.97624016740474
2000-04-28,215.04522507848853
2000-04-29,188.3298452018401
2000-04-30,194.36233999054218
2000-05-01,174.5431126174159
2000-05-02,255.0133512162237
2000-05-03,189.87555671553216
2000-05-04,222.52234703359386
2000-05-05,235.71493730885894
2000-05-06,139.06998680218135
2000-05-07,154.55582983043615
2000-05-08,193.722595521122
2000-05-09,201.13887084590777
2000-05-10,179.7682989865114
2000-05-11,203.01090470500145
2000-05-12,147.6768495414239
2000-05-13,168.79126122883505
2000-05-14,138.68510548257524
2000-05-15,222.77876297579297
2000-05-16,186.78749184580877
2000-05-17,202.9727427945128
2000-05-18,213.9728996410272
2000-05-19,135.6521699948626
2000-05-20,154.68097874545495
2000-05-21,186.24854555038166
2000-05-22,135.60140636221897
2000-05-23,202.6041993756252
2000-05-24,209.00499005822542
2000-05-25,204.53099782170216
2000-05-26,126.7200302571321
2000-05-27,107.07543306258839
2000-05-28,157.58605408645423
2000-05-29,174.05867184968704
2000-05-30,194.9771668930202
2000-05-31,201.7794737167231
2000-06-01,158.48197681510933
2000-06-02,153.83712832183986
2000-06-03,137.6934982130513
2000-06-04,116.85448041152104
2000-06-05,203.35317523802541
2000-06-06,190.53755610685323
2000-06-07,153.21785095409422
2000-06-08,181.68706790494122
2000-06-09,113.36604746309527
2000-06-10,139.66100899144882
2000-06-11,153.21352592712742
2000-06-12,125.64857126081712
2000-06-13,192.15770558913573
2000-06-14,182.62961195557398
2000-06-15,175.0658131032095
2000-06-16,174.32879639851365
2000-06-17,102.96326428659566
2000-06-18,94.46090407381008
2000-06-19,112.92846370039435
2000-06-20,136.6272052629579
2000-06-21,159.2836274506374
2000-06-22,151.89958204671143
2000-06-23,122.64159155201533
2000-06-24,118.5552704765566
2000-06-25,102.37295716944293
2000-06-26,160.21767508061095
2000-06-27,139.09196373874053
2000-06-28,217.87777946870847
2000-06-29,147.65484585368912
2000-06-30,82.9213088553347
2000-07-01,59.71640192702334
2000-07-02,102.71340034723205
2000-07-03,106.89064737814068
2000-07-04,152.1540650599818
2000-07-05,150.3014945057342
2000-07-06,118.79433915588264
2000-07-07,71.79076017908851
2000-07-08,37.23990150364737
2000-07-09,68.12664955411954
2000-07-10,122.54423457050461
2000-07-11,128.3361013314098
2000-07-12,96.03298306660619
2000-07-13,113.68020593620584
2000-07-14,91.36240037305976
2000-07-15,41.82026081620863
2000-07-16,71.97851650079942
2000-07-17,91.47908619948981
2000-07-18,83.3463160287131
2000-07-19,125.10862472982943
2000-07-20,112.41190180144119
2000-07-21,97.90489968803458
2000-07-22,79.42185980929379
2000-07-23,22.91811964188817
2000-07-24,55.870435530537776
2000-07-25,114.15973180425078
2000-07-26,118.44628352631084
2000-07-27,100.78390421714475
2000-07-28,156.74334767782568
2000-07-29,57.029796490130174
2000-07-30,75.51724355649547
2000-07-31,93.02509200929596
2000-08-01,107.521542817474
2000-08-02,87.76989960647242
2000-08-03,97.03215391103463
2000-08-04,31.357957914174502
2000-08-05,27.196983531094084
2000-08-06,25.463355045716064
2000-08-07,61.803675529812885
2000-08-08,139.8004062089234
2000-08-09,39.7855270987479
2000-08-10,86.15120431227454
2000-08-11,1.4215860147590362
2000-08-12,12.506996605331915
2000-08-13,56.13879735403995
2000-08-14,52.81391105986619
2000-08-15,46.575627482227404
2000-08-16,60.307761910909605
2000-08-17,77.84836953037188
2000-08-18,15.487165880973127
2000-08-19,21.86928124212055
2000-08-20,22.355034693460443
2000-08-21,27.368255962515263
2000-08-22,119.72227124950308
2000-08-23,86.79819521826622
2000-08-24,3.1474980086732884
2000-08-25,31.485380492422347
2000-08-26,-6.846865217779129
2000-08-27,35.93102775869083
2000-08-28,17.41631585227698
2000-08-29,56.995030477344166
2000-08-30,77.48541591750272
2000-08-31,69.50318701964494
2000-09-01,-8.925475546399195
2000-09-02,-4.230269349255657
2000-09-03,-2.6405867292876017
2000-09-04,15.689122264961085
2000-09-05,98.97471066781142
2000-09-06,70.14375769416647
2000-09-07,11.680876243702738
2000-09-08,39.55890253193831
2000-09-09,52.904846053184386
2000-09-10,30.95307085751437
2000-09-11,-9.862391844615942
2000-09-12,39.024458660222436
2000-09-13,88.17768478277662
2000-09-14,22.191891292765487
2000-09-15,24.58462278257904
2000-09-16,16.290816735027008
2000-09-17,-20.75950483714796
2000-09-18,24.105327959285287
2000-09-19,-32.22954687655469
2000-09-20,28.768138139625908
2000-09-21,31.64426012690728
2000-09-22,-19.427937500280223
2000-09-23,36.2161181186905
2000-09-24,-34.654906243665366
2000-09-25,13.481797691927213
2000-09-26,51.165190877305704
2000-09-27,89.70974742709217
2000-09-28,1.567935928766559
2000-09-29,40.5580340389858
2000-09-30,-4.419495796709712
2000-10-01,-23.313491480625537
2000-10-02,36.36799701870682
2000-10-03,53.41266090340513
2000-10-04,39.41900390792365
2000-10-05,40.16303657826927
2000-10-06,3.006483458991008
2000-10-07,-0.4702740755992334
2000-10-08,19.351119638384986
2000-10-09,66.2456926939549
2000-10-10,19.476537075945014
2000-10-11,109.94150896882233
2000-10-12,-7.9879310160304655
2000-10-13,11.445483624268165
2000-10-14,14.204435006847158
2000-10-15,12.830643438551103
2000-10-16,14.23835601479663
2000-10-17,48.631254143803915
2000-10-18,47.90402789409906
2000-10-19,29.893629698109116
2000-10-20,40.49281404121328
2000-10-21,12.632707613142209
2000-10-22,-7.10897211561138
2000-10-23,56.89974938935246
2000-10-24,66.31551846552821
2000-10-25,85.54290224740473
2000-10-26,65.5530548051283
2000-10-27,3.903410841048945
2000-10-28,-4.732145937808218
2000-10-29,34.64924225688392
2000-10-30,55.608702262815996
2000-10-31,64.23517127355275
2000-11-01,74.46257614800982
2000-11-02,88.24367984500459
2000-11-03,16.508672522987304
2000-11-04,29.797645945463877
2000-11-05,17.93623744867964
2000-11-06,42.10599534495621
2000-11-07,99.59819665913021
2000-11-08,99.7063541942052
2000-11-09,84.34979670059249
2000-11-10,71.81127515231869
2000-11-11,24.68586027367307
2000-11-12,48.24244306244778
2000-11-13,48.15369291007671
2000-11-14,88.75275384557023
2000-11-15,84.49233735292152
2000-11-16,75.26469111981464
2000-11-17,63.03130893223008
2000-11-18,12.831197291251954
2000-11-19,92.77460855814445
2000-11-20,40.17403583667018
2000-11-21,59.84818958583309
2000-11-22,126.39055591647524
2000-11-23,102.4581086710341
2000-11-24,73.71428556223668
2000-11-25,59.08365590100567
2000-11-26,50.373659254211056
2000-11-27,53.23177480042231
2000-11-28,102.55757144665851
2000-11-29,91.08627404623545
2000-11-30,117.73710396490682
2000-12-01,65.23948380081471
2000-12-02,33.651264529419706
2000-12-03,53.6648638046762
2000-12-04,97.10903225066178
2000-12-05,97.7917810995065
2000-12-06,98.77893554024891
2000-12-07,110.8639476132351
2000-12-08,86.54307667071502
2000-12-09,53.205229002511786
2000-12-10,61.59754277062839
2000-12-11,104.34159344448105
2000-12-12,87.51470212141355
2000-12-13,96.05376862326435
2000-12-14,98.78724445515113
2000-12-15,87.12662375026795
2000-12-16,85.75931763126738
2000-12-17,122.42575944082759
2000-12-18,132.20730833224653
2000-12-19,131.9975080187775
2000-12-20,143.09435910609147
2000-12-21,104.06129588102982
2000-12-22,104.41945697830135
2000-12-23,83.22945949889397
2000-12-24,106.10542869100732
2000-12-25,102.6134573072897
2000-12-26,161.53732883299784
2000-12-27,194.47168382491432
2000-12-28,139.0111877702852
2000-12-29,127.54941093159812
2000-12-30,120.33897948465767
2000-12-31,100.657975052288
2001-01-01,140.2657639165194
2001-01-02,160.2428638852796
2001-01-03,169.97148884734946
2001-01-04,133.78012975738721
2001-01-05,129.49018294211342
2001-01-06,126.89859715393281
2001-01-07,158.31961057390367
2001-01-08,171.27366839352382
2001-01-09,226.36827700473242
2001-01-10,160.9352295918072
2001-01-11,187.4778541911573
2001-01-12,145.9970427062155
2001-01-13,181.69785406086928
2001-01-14,114.30226725262207
2001-01-15,138.7286155998521
2001-01-16,169.9412315279882
2001-01-17,139.3629466724957
2001-01-18,164.8180072871585
2001-01-19,134.67439305179246
2001-01-20,142.89557955660356
2001-01-21,155.17689639523164
2001-01-22,218.68612267347027
2001-01-23,220.68036872335963
2001-01-24,189.96164586877975
2001-01-25,167.3522438737258
2001-01-26,177.724926679469
2001-01-27,117.82435475265365
2001-01-28,204.03085428280247
2001-01-29,212.79293139813774
2001-01-30,196.62592269468254
2001-01-31,172.89868228836963
2001-02-01,234.90632521991105
2001-02-02,173.71131172745504
2001-02-03,192.82129606760984
2001-02-04,129.32415772428115
2001-02-05,179.15472656800156
2001-02-06,219.20727098733
2001-02-07,227.50812956166374
2001-02-08,200.2972007768368
2001-02-09,202.51521284837156
2001-02-10,145.4314872429882
2001-02-11,175.74557926332727
2001-02-12,207.13800932549583
2001-02-13,241.797194728162
2001-02-14,253.84982974326948
2001-02-15,193.02173444489853
2001-02-16,158.04051447329368
2001-02-17,213.37116796703933
2001-02-18,196.77544365132746
2001-02-19,194.43373470935825
2001-02-20,276.5805741624332
2001-02-21,247.66470883978553
2001-02-22,259.17904384251483
2001-02-23,206.48325433669277
2001-02-24,241.19066534248898
2001-02-25,240.43237774726603
2001-02-26,214.83939634907364
2001-02-27,269.8428325894225
2001-02-28,268.4911004348696
2001-03-01,271.32627882356286
2001-03-02,187.9140909235298
2001-03-03,213.89119180470772
2001-03-04,229.90155481863704
2001-03-05,183.80939370524948
2001-03-06,222.50697119973776
2001-03-07,207.72951951917082
2001-03-08,236.54599466591782
2001-03-09,235.96182329213556
2001-03-10,240.09874994938045
2001-03-11,210.90552953978477
2001-03-12,273.91631162702777
2001-03-13,222.81834610332115
2001-03-14,221.16625602207358
2001-03-15,246.73970548065844
2001-03-16,232.27762700174532
2001-03-17,206.1794799105663
2001-03-18,161.62730111953138
2001-03-19,235.0352100024194
2001-03-20,228.57251180922594
2001-03-21,284.1561194639169
2001-03-22,260.75606717729136
2001-03-23,202.44009529973044
2001-03-24,197.20888240107547
2001-03-25,189.6886111620526
2001-03-26,238.3480594434354
2001-03-27,287.51026524351835
2001-03-28,245.01370672164126
2001-03-29,266.2294431159278
2001-03-30,214.51201938260067
2001-03-31,191.85894960678502
2001-04-01,214.91195600260804
2001-04-02,215.24606193047737
2001-04-03,250.7957028073922
2001-04-04,240.50817285236056
2001-04-05,303.3376551420377
2001-04-06,229.03429102284727
2001-04-07,194.36494362794517
2001-04-08,222.9077261936457
2001-04-09,238.08282985324354
2001-04-10,258.670260546311
2001-04-11,285.16082412014174
2001-04-12,272.3031057172664
2001-04-13,213.83084856703886
2001-04-14,196.19858914926374
2001-04-15,209.21374913241002
2001-04-16,181.67128531721997
2001-04-17,224.44015865759266
2001-04-18,301.9018404807217
2001-04-19,292.21162644348533
2001-04-20,218.38905090910131
2001-04-21,222.33001773504097
2001-04-22,220.99479666532818
2001-04-23,313.11732628284346
2001-04-24,287.0388861238993
2001-04-25,261.06636283892243
2001-04-26,223.5391941247257
2001-04-27,180.60128754611742
2001-04-28,208.9587267950251
2001-04-29,190.0707481124242
2001-04-30,196.16630833961653
2001-05-01,238.2754024859176
2001-05-02,232.43023059181215
2001-05-03,284.6268963485541
2001-05-04,237.64177199952695
2001-05-05,198.33054844612317
2001-05-06,240.4570121647789
2001-05-07,227.95873431652666
2001-05-08,227.03435131481362
2001-05-09,291.50054502056
2001-05-10,249.703375319848
2001-05-11,183.28267569545483
2001-05-12,187.21730817321207
2001-05-13,174.8488480788764
2001-05-14,184.57258888373474
2001-05-15,264.6783333042261
2001-05-16,293.9569505569954
2001-05-17,193.90949683765496
2001-05-18,215.77745640737044
2001-05-19,168.0478497691913
2001-05-20,176.7505053405128
2001-05-21,196.3757639692676
2001-05-22,211.8233907288403
2001-05-23,239.19265961975802
2001-05-24,199.71946203096041
2001-05-25,199.94828563696223
2001-05-26,174.40841808149247
2001-05-27,174.17495888634267
2001-05-28,179.58888853354298
2001-05-29,209.97141495933823
2001-05-30,247.70996735938894
2001-05-31,223.74263735390159
2001-06-01,159.35833214978643
2001-06-02,168.64484728075377
2001-06-03,189.32032600602832
2001-06-04,150.82268604743763
2001-06-05,228.15045394919335
2001-06-06,202.33435018064802
2001-06-07,215.46156182780626
2001-06-08,154.59790426104902
2001-06-09,110.83011996293402
2001-06-10,119.54939030061801
2001-06-11,183.37714925930973
2001-06-12,210.5948822724941
2001-06-13,185.74884528688727
2001-06-14,206.54297585638082
2001-06-15,121.45103201588901
2001-06-16,143.54125892761587
2001-06-17,119.13842886702231
2001-06-18,154.9931961865011
2001-06-19,194.34245824317242
2001-06-20,175.84712200382126
2001-06-21,169.91343581026698
2001-06-22,177.0474352068025
2001-06-23,119.62743072866813
2001-06-24,159.12148639931218
2001-06-25,131.82414957910322
2001-06-26,195.14619759789207
2001-06-27,222.10967036301318
2001-06-28,106.42213409542597
2001-06-29,120.63011370765761
2001-06-30,137.11891012952896
2001-07-01,121.77897514358568
2001-07-02,157.9584929077215
2001-07-03,155.40514357577163
2001-07-04,176.83309339299714
2001-07-05,152.9169838517963
2001-07-06,158.34405022334226
2001-07-07,117.65452784528625
2001-07-08,123.90553171159746
2001-07-09,127.00528966261997
2001-07-10,146.95255103149748
2001-07-11,152.51144171181494
2001-07-12,155.34992331653086
2001-07-13,107.33078530435083
2001-07-14,107.2739990027881
2001-07-15,156.11934787489358
2001-07-16,147.88594600191692
2001-07-17,139.83798382547994
2001-07-18,182.24534798732606
2001-07-19,124.22355117785871
2001-07-20,55.88977213212749
2001-07-21,63.86907565975171
2001-07-22,46.56368261192503
2001-07-23,106.48010310227616
2001-07-24,137.67349659806897
2001-07-25,183.41812603018556
2001-07-26,131.96189649705715
2001-07-27,90.80306632373551
2001-07-28,99.32179637953224
2001-07-29,27.651539715179304
2001-07-30,110.83902937040281
2001-07-31,146.25291567666943
2001-08-01,94.40152347235752
2001-08-02,142.33547464392106
2001-08-03,94.7929857002929
2001-08-04,58.35467034163439
2001-08-05,89.00299695918972
2001-08-06,152.0759018395919
2001-08-07,121.99728339542077
2001-08-08,128.15346839755088
2001-08-09,92.9547815824984
2001-08-10,55.89999246737329
2001-08-11,80.43203975696935
2001-08-12,42.84224917569743
2001-08-13,88.28558087544022
2001-08-14,96.82677953824263
2001-08-15,125.37253792102706
2001-08-16,104.36566159155254
2001-08-17,94.80779803930778
2001-08-18,38.7869606260878
2001-08-19,49.50432032048605
2001-08-20,54.17985530290114
2001-08-21,89.96159047147705
2001-08-22,115.28190867366965
2001-08-23,107.55324646142253
2001-08-24,38.57503134632681
2001-08-25,66.19515546820644
2001-08-26,83.21983112222921
2001-08-27,82.22480067691075
2001-08-28,141.39327298025162
2001-08-29,80.07573603039285
2001-08-30,51.25193596015001
2001-08-31,11.07167251083581
2001-09-01,75.93935974307296
2001-09-02,59.945938067765425
2001-09-03,64.93377646889432
2001-09-04,96.08544498524655
2001-09-05,66.07625859173213
2001-09-06,138.48701618012345
2001-09-07,53.92868925997473
2001-09-08,36.61678975765267
2001-09-09,57.26138148195499
2001-09-10,74.06730361617404
2001-09-11,90.59172322822874
2001-09-12,70.55112761298925
2001-09-13,85.4218814391974
2001-09-14,94.23446325543838
2001-09-15,64.19807387756093
2001-09-16,75.82366477382706
2001-09-17,46.3357051834016
2001-09-18,57.526819723354336
2001-09-19,84.63992055322674
2001-09-20,72.70012146130826
2001-09-21,72.41156192520837
2001-09-22,-13.674207040682713
2001-09-23,72.51026206427514
2001-09-24,53.646769750812545
2001-09-25,70.27978473417969
2001-09-26,61.37143217273527
2001-09-27,29.030121677427978
2001-09-28,64.93612458993864
2001-09-29,29.976383678414127
2001-09-30,1.7347797705042396
2001-10-01,25.138840071097867
2001-10-02,72.68279059083477
2001-10-03,128.73207998924752
2001-10-04,64.45124675889707
2001-10-05,7.524796799392341
2001-10-06,22.953352641821674
2001-10-07,28.326096165762035
2001-10-08,-8.539242085532067
2001-10-09,81.29366438992827
2001-10-10,83.0130407299918
2001-10-11,90.33194569587049
2001-10-12,93.51852176650078
2001-10-13,59.65733450117749
2001-10-14,31.022755765205783
2001-10-15,34.02448882107864
2001-10-16,149.99302510393653
2001-10-17,93.47743655556134
2001-10-18,76.68740472947823
2001-10-19,50.30486887327127
2001-10-20,40.25881243136226
2001-10-21,38.148613346507894
2001-10-22,51.55690198689777
2001-10-23,76.3954775124099
2001-10-24,95.7820524430089
2001-10-25,67.55227319418765
2001-10-26,38.079149499953104
2001-10-27,43.15203423978691
2001-10-28,40.75871770749814
2001-10-29,109.0633364765709
2001-10-30,29.545840196491824
2001-10-31,129.8282486199286
2001-11-01,118.41470296401599
2001-11-02,10.373580545538019
2001-11-03,38.41381238873674
2001-11-04,44.516797622907056
2001-11-05,43.123550743155036
2001-11-06,83.39881984726983
2001-11-07,81.97476098387867
2001-11-08,138.44039847395982
2001-11-09,93.14185008864247
2001-11-10,86.47987796588198
2001-11-11,79.72096860346012
2001-11-12,58.12560164731102
2001-11-13,97.93379540059408
2001-11-14,130.33585755049873
2001-11-15,72.60026183997934
2001-11-16,96.24981925687483
2001-11-17,57.510601831494796
2001-11-18,61.28672513648609
2001-11-19,113.25184527206372
2001-11-20,131.42469273067368
2001-11-21,118.49144792357339
2001-11-22,141.6910120185514
2001-11-23,61.09014567942757
2001-11-24,88.74387628601878
2001-11-25,95.4436836140612
2001-11-26,97.82748888143658
2001-11-27,138.6863374089516
2001-11-28,106.57642637282316
2001-11-29,146.2679950009067
2001-11-30,94.07170821341501
2001-12-01,70.96997990693853
2001-12-02,117.64601101320918
2001-12-03,98.87123388055117
2001-12-04,106.34116071442679
2001-12-05,110.06114825056126
2001-12-06,149.54000573216564
2001-12-07,78.00265640745411
2001-12-08,139.3205666659979
2001-12-09,50.87553922482269
2001-12-10,170.48134928892864
2001-12-11,158.50212036866665
2001-12-12,158.31364890866797
2001-12-13,132.59869551754167
2001-12-14,131.8977106319315
2001-12-15,106.4864272162923
2001-12-16,142.55021162239592
2001-12-17,143.0334514027559
2001-12-18,169.15258133115046
2001-12-19,163.86664414173728
2001-12-20,157.0771927037553
2001-12-21,141.9437533164117
2001-12-22,77.04926497101093
2001-12-23,93.68251185438706
2001-12-24,171.21865951735293
2001-12-25,182.16228391326837
2001-12-26,180.88577918216848
2001-12-27,171.51937633252214
2001-12-28,155.52169842434316
2001-12-29,118.91514426442411
2001-12-30,120.55386177298554
2001-12-31,170.17264276420954
2002-01-01,166.51236223345694
2002-01-02,208.78055097854318
2002-01-03,141.5869564142875
2002-01-04,185.65452626839436
2002-01-05,157.31432578257082
2002-01-06,159.49556145059012
2002-01-07,202.91652478023926
2002-01-08,245.23698865553177
2002-01-09,236.54414541234345
2002-01-10,150.7190230173222
2002-01-11,140.5006750862272
2002-01-12,142.41498825696965
2002-01-13,166.25123520564497
2002-01-14,203.75942970080268
2002-01-15,197.8862961281086
2002-01-16,228.2413949959624
2002-01-17,190.1977266080127
2002-01-18,169.49419873585822
2002-01-19,135.10814230603427
2002-01-20,154.7010819618724
2002-01-21,169.14911166296804
2002-01-22,203.69325017121358
2002-01-23,261.90699590385105
2002-01-24,197.27122517614612
2002-01-25,262.44242325984885
2002-01-26,194.38185505043344
2002-01-27,194.09726624048824
2002-01-28,193.09367043448705
2002-01-29,257.1229051679041
2002-01-30,232.6105465613025
2002-01-31,235.39925101838048
2002-02-01,271.881890303975
2002-02-02,190.79527050225914
2002-02-03,229.25389964536183
2002-02-04,207.9136683685669
2002-02-05,249.57261968199558
2002-02-06,301.99237260520977
2002-02-07,227.28139840945585
2002-02-08,263.6803124952205
2002-02-09,221.25972306267587
2002-02-10,196.70650680014302
2002-02-11,251.42348966782137
2002-02-12,284.75270957594034
2002-02-13,283.1276511520698
2002-02-14,213.42579993039072
2002-02-15,209.77961832670292
2002-02-16,206.8273629895015
2002-02-17,218.21458991202212
2002-02-18,260.29262559317834
2002-02-19,273.8966529491772
2002-02-20,243.0643440265643
2002-02-21,270.899749394218
2002-02-22,251.78151885449418
2002-02-23,235.4120136363209
2002-02-24,255.33766357925154
2002-02-25,273.70514035248226
2002-02-26,288.8512318443351
2002-02-27,282.4455942490442
2002-02-28,227.454638493946
2002-03-01,254.6712063450482
2002-03-02,233.8513297537151
2002-03-03,242.17555445457776
2002-03-04,227.8304580544634
2002-03-05,257.05969715819447
2002-03-06,317.06343356965135
2002-03-07,274.3434052533619
2002-03-08,267.1389439428267
2002-03-09,235.35318643710295
2002-03-10,241.92990535432
2002-03-11,288.8184849812641
2002-03-12,276.6080345848849
2002-03-13,298.3700802021647
2002-03-14,268.8158949249313
2002-03-15,244.0862532487454
2002-03-16,231.56864782815157
2002-03-17,251.1963711237081
2002-03-18,257.6528678815151
2002-03-19,324.96534393215086
2002-03-20,277.46524498630635
2002-03-21,279.3644747757369
2002-03-22,247.41809554949518
2002-03-23,278.73349720336256
2002-03-24,253.61560296722877
2002-03-25,298.273292498566
2002-03-26,259.0842573519141
2002-03-27,308.95414209766557
2002-03-28,308.5195879072207
2002-03-29,262.5056409413467
2002-03-30,271.0274293551504
2002-03-31,237.39473738078095
2002-04-01,309.12963080868525
2002-04-02,354.9078028840167
2002-04-03,294.2121496500269
2002-04-04,275.9395172686674
2002-04-05,297.37439972854986
2002-04-06,284.2639660034268
2002-04-07,237.43275886887477
2002-04-08,263.3617878004674
2002-04-09,290.15464567657534
2002-04-10,269.2294159787313
2002-04-11,263.46231809355606
2002-04-12,235.08215477876143
2002-04-13,224.52039826630374
2002-04-14,248.37310120065789
2002-04-15,278.25363967718783
2002-04-16,334.29005655853524
2002-04-17,276.00726241403333
2002-04-18,308.96000389312803
2002-04-19,252.55797348179496
2002-04-20,240.00031929330478
2002-04-21,263.43275918275856
2002-04-22,241.45372206525604
2002-04-23,302.0137795286375
2002-04-24,301.85699676330796
2002-04-25,293.19754436275014
2002-04-26,261.47718221891114
2002-04-27,298.76690918693396
2002-04-28,226.57481451200826
2002-04-29,252.01282267206017
2002-04-30,272.45236772151304
2002-05-01,279.198974832921
2002-05-02,260.156212636114
2002-05-03,278.99402973090815
2002-05-04,267.7353444121419
2002-05-05,222.90738535524832
2002-05-06,238.9577491674963
2002-05-07,294.11814533757007
2002-05-08,273.40705846094255
2002-05-09,285.86769866931127
2002-05-10,248.1239607304934
2002-05-11,187.94218681529028
2002-05-12,269.3095833785005
2002-05-13,297.94447604345714
2002-05-14,260.1310946983072
2002-05-15,270.47753383748216
2002-05-16,269.99012944996963
2002-05-17,244.05536691428853
2002-05-18,234.78879244353183
2002-05-19,273.21520568634236
2002-05-20,240.81318904985275
2002-05-21,247.5364107643517
2002-05-22,237.58635749041915
2002-05-23,236.3283280591942
2002-05-24,226.48530160087083
2002-05-25,254.67277171701588
2002-05-26,201.37026656176326
2002-05-27,242.05158865154914
2002-05-28,258.17563748533786
2002-05-29,292.7467082796953
2002-05-30,308.62045749719044
2002-05-31,204.7682493217634
2002-06-01,188.18318734339954
2002-06-02,230.91173979169656
2002-06-03,243.8911649649651
2002-06-04,295.03373102144656
2002-06-05,267.8108319927908
2002-06-06,226.53960202122255
2002-06-07,222.78322686176443
2002-06-08,218.0189328257895
2002-06-09,215.11040522942776
2002-06-10,229.2280318279533
2002-06-11,265.1501226350778
2002-06-12,271.98038771054553
2002-06-13,259.5326958270406
2002-06-14,213.6161725581669
2002-06-15,175.43304170129653
2002-06-16,187.5072742745785
2002-06-17,235.88478782636642
2002-06-18,207.17393690944792
2002-06-19,241.02050240203124
2002-06-20,204.14594596434094
2002-06-21,187.0662059708624
2002-06-22,200.47337167822886
2002-06-23,177.4733823871911
2002-06-24,195.6983271041611
2002-06-25,182.37864722361945
2002-06-26,239.20361052063717
2002-06-27,218.82951951169747
2002-06-28,229.1148756627241
2002-06-29,149.4799993571994
2002-06-30,166.81704336156062
2002-07-01,189.39793169000313
2002-07-02,244.42440787009943
2002-07-03,206.76856315394
2002-07-04,198.26584698703797
2002-07-05,178.82658846099116
2002-07-06,150.43668689736091
2002-07-07,138.77934461893938
2002-07-08,176.62594478474884
2002-07-09,220.45123736474972
2002-07-10,172.12600236798
2002-07-11,183.27159839758224
2002-07-12,134.8058603650735
2002-07-13,164.35352318458334
2002-07-14,100.59613318073005
2002-07-15,146.56951152954167
2002-07-16,191.8463550953114
2002-07-17,225.77285108048113
2002-07-18,167.19320354300766
2002-07-19,127.36570831754686
2002-07-20,170.49377238419348
